timestamp,size,latitude,longitude,location,state
2021-07-04 22:00:00.000000 UTC,150,37.83,-100.46,INGALLS,KS
2021-08-08 01:08:00.000000 UTC,100,37.6,-100.44,MONTEZUMA,KS
2021-08-08 01:22:00.000000 UTC,100,37.65,-100.23,ENSIGN,KS
2021-10-13 02:57:00.000000 UTC,125,37.62,-100.38,3 WSW THE HAGGARD ELEVA,KS
2021-07-05 01:38:00.000000 UTC,175,38.47,-101.76,TRIBUNE,KS
2021-07-18 20:10:00.000000 UTC,100,38.39,-102.03,14 WSW HORACE,KS
2021-08-07 20:40:00.000000 UTC,300,38.47,-101.75,TRIBUNE,KS
2021-08-07 21:00:00.000000 UTC,200,38.47,-101.75,TRIBUNE,KS
2021-08-07 22:18:00.000000 UTC,300,38.48,-101.79,HORACE,KS
2021-03-11 02:50:00.000000 UTC,100,37.82,-96.29,EUREKA,KS
2021-03-11 03:24:00.000000 UTC,150,37.61,-96.08,3 W FALL RIVER,KS
2021-05-25 01:20:00.000000 UTC,125,37.78,-101.76,14 S SYRACUSE,KS
2021-05-25 02:14:00.000000 UTC,175,37.83,-101.61,8 SSW KENDALL,KS
2021-05-25 02:31:00.000000 UTC,125,37.83,-101.53,7 S KENDALL,KS
2021-06-24 23:06:00.000000 UTC,175,38.16,-102.0,8 N COOLIDGE,KS
2021-06-24 23:26:00.000000 UTC,175,38.12,-101.76,10 N SYRACUSE,KS
2021-06-24 23:54:00.000000 UTC,250,38.02,-101.65,6 ENE SYRACUSE,KS
2021-09-15 03:15:00.000000 UTC,125,37.92,-101.58,2 WSW KENDALL,KS
2021-10-13 01:00:00.000000 UTC,125,37.75,-101.94,16 NNW MANTER,KS
2021-05-05 22:41:00.000000 UTC,100,37.53,-100.69,3 ENE TICE,KS
2021-09-03 22:48:00.000000 UTC,175,37.55,-101.06,5 NNE RYUS,KS
2021-09-03 23:13:00.000000 UTC,175,37.66,-101.03,13 NNE RYUS,KS
2021-07-04 22:24:00.000000 UTC,125,38.23,-99.64,5 N GRAY,KS
2021-08-10 21:57:00.000000 UTC,175,37.98,-99.75,9 NW BELLEFONT,KS
2021-06-24 10:58:00.000000 UTC,100,39.36,-95.81,5 WNW MAYETTA,KS
2021-06-11 19:13:00.000000 UTC,100,39.28,-95.52,4 NW OZAWKIE,KS
2021-03-15 21:04:00.000000 UTC,100,38.75,-94.82,SPRING HILL,KS
2021-03-15 21:21:00.000000 UTC,100,38.77,-94.78,3 NE SPRING HILL,KS
2021-06-11 20:48:00.000000 UTC,150,38.94,-94.61,2 SSE LEAWOOD,KS
2021-06-25 20:50:00.000000 UTC,100,39.04,-94.76,2 W SHAWNEE,KS
2021-07-11 01:06:00.000000 UTC,175,38.85,-94.75,4 W STANLEY,KS
2021-08-12 22:20:00.000000 UTC,175,38.89,-94.81,OLATHE,KS
2021-08-12 22:38:00.000000 UTC,100,38.85,-94.73,JOHNSON CO ARPT,KS
2021-08-13 00:30:00.000000 UTC,150,38.87,-94.78,2 ESE OLATHE,KS
2021-08-13 01:13:00.000000 UTC,100,39.01,-94.79,1 E SHAWNEE,KS
2021-09-20 22:12:00.000000 UTC,100,38.98,-94.87,4 WSW SHAWNEE,KS
2021-09-20 22:40:00.000000 UTC,175,39.02,-94.72,2 W MERRIAM,KS
2021-12-15 23:52:00.000000 UTC,100,38.87,-94.88,3 N CLARE,KS
2021-05-15 02:08:00.000000 UTC,100,38.23,-101.27,19 NNW DEERFIELD,KS
2021-05-24 21:59:00.000000 UTC,150,38.13,-101.47,14 NNE KENDALL,KS
2021-05-24 22:24:00.000000 UTC,175,38.13,-101.29,13 N LAKIN,KS
2021-05-25 00:29:00.000000 UTC,175,37.99,-101.22,4 NE LAKIN,KS
2021-05-25 01:01:00.000000 UTC,100,37.85,-101.12,9 S DEERFIELD,KS
2021-07-05 01:55:00.000000 UTC,100,37.93,-101.52,1 E KENDALL,KS
2021-06-25 23:20:00.000000 UTC,150,37.53,-99.14,6 SSW HAVILAND,KS
2021-08-16 03:00:00.000000 UTC,100,37.59,-99.47,MULLINVILLE,KS
2021-05-15 03:20:00.000000 UTC,100,38.48,-100.47,DIGHTON,KS
2021-05-27 22:37:00.000000 UTC,175,39.12,-94.93,2 SSE BASEHOR,KS
2021-05-27 22:52:00.000000 UTC,100,39.17,-94.91,2 SE FAIRMOUNT,KS
2021-07-10 22:49:00.000000 UTC,100,39.3,-94.94,1 WSW LEAVENWORTH,KS
2021-08-13 02:45:00.000000 UTC,150,39.06,-95.01,7 W BONNER SPRINGS,KS
2021-05-09 01:10:00.000000 UTC,100,38.88,-98.0,4 S WESTFALL,KS
2021-05-09 02:25:00.000000 UTC,150,38.91,-98.17,9 W WESTFALL,KS
2021-08-12 22:00:00.000000 UTC,100,39.01,-98.39,SYLVAN GROVE,KS
2021-08-12 22:15:00.000000 UTC,100,39.21,-98.47,7 WNW ASH GROVE,KS
2021-08-12 22:41:00.000000 UTC,100,39.13,-98.41,15 WNW LINCOLN,KS
2021-03-17 10:20:00.000000 UTC,100,38.07,-94.71,1 WNW PRESCOTT,KS
2021-05-14 02:20:00.000000 UTC,100,38.89,-101.37,11 W RUSSELL SPRINGS,KS
2021-05-26 22:31:00.000000 UTC,100,39.05,-101.18,3 ESE WINONA,KS
2021-08-07 22:46:00.000000 UTC,150,39.13,-100.86,1 NNW OAKLEY,KS
2021-08-12 23:45:00.000000 UTC,100,39.06,-101.25,WINONA,KS
2021-08-26 01:06:00.000000 UTC,100,39.03,-101.38,8 WSW WINONA,KS
2021-03-17 04:35:00.000000 UTC,100,38.5,-96.26,AMERICUS,KS
2021-12-15 22:47:00.000000 UTC,400,38.36,-96.28,6 WSW EMPORIA,KS
2021-06-25 23:39:00.000000 UTC,100,38.2,-97.34,3 S GOESSEL,KS
2021-05-09 01:20:00.000000 UTC,100,39.76,-96.65,5 S MARYSVILLE,KS
2021-06-24 23:03:00.000000 UTC,150,39.96,-96.56,2 E OKETO,KS
2021-04-07 05:19:00.000000 UTC,100,38.55,-97.83,MARQUETTE,KS
2021-05-27 01:50:00.000000 UTC,275,38.37,-97.67,MCPHERSON,KS
2021-05-27 02:07:00.000000 UTC,100,38.23,-97.77,INMAN,KS
2021-05-27 02:20:00.000000 UTC,125,38.37,-97.6,3 W GALVA,KS
2021-08-10 23:58:00.000000 UTC,275,37.47,-100.12,6 WNW MINNEOLA,KS
2021-05-05 22:10:00.000000 UTC,100,39.4,-98.22,7 SW BELOIT,KS
2021-05-27 05:14:00.000000 UTC,100,39.53,-98.23,4 ENE GLEN ELDER,KS
2021-08-11 01:10:00.000000 UTC,100,39.22,-98.4,1 S HUNTER,KS
2021-08-11 01:50:00.000000 UTC,275,39.46,-97.98,4 N ASHERVILLE,KS
2021-09-08 01:00:00.000000 UTC,100,37.1,-95.82,4 N TYRO,KS
2021-12-16 00:30:00.000000 UTC,150,37.32,-95.93,2 NNW ELK CITY,KS
2021-05-09 03:00:00.000000 UTC,125,38.8,-96.73,WHITE CITY,KS
2021-06-25 21:54:00.000000 UTC,100,37.03,-101.77,3 S WILBURTON,KS
2021-06-25 22:30:00.000000 UTC,100,36.99,-101.89,1 S ELKHART,KS
2021-07-05 01:32:00.000000 UTC,100,37.06,-101.79,1 WSW WILBURTON,KS
2021-09-03 22:50:00.000000 UTC,100,37.17,-101.59,4 NNE ROLLA,KS
2021-09-20 23:39:00.000000 UTC,200,37.56,-95.23,1 SE ERIE,KS
2021-05-15 02:42:00.000000 UTC,175,38.69,-99.84,6 NE RANSOM,KS
2021-08-15 23:18:00.000000 UTC,100,38.64,-100.17,UTICA,KS
2021-05-27 01:36:00.000000 UTC,175,39.84,-99.89,NORTON,KS
2021-03-17 05:16:00.000000 UTC,100,38.64,-95.83,OSAGE CITY,KS
2021-12-15 23:20:00.000000 UTC,200,38.55,-95.67,3 NNW MELVERN,KS
2021-05-09 00:45:00.000000 UTC,150,39.44,-98.69,OSBORNE,KS
2021-08-12 22:10:00.000000 UTC,150,39.15,-98.5,8 SW HUNTER,KS
2021-08-12 23:28:00.000000 UTC,100,39.37,-98.93,7 S ALTON,KS
2021-08-12 21:36:00.000000 UTC,100,39.01,-97.88,TESCOTT,KS
2021-08-20 22:26:00.000000 UTC,100,39.17,-97.82,4 ENE ADA,KS
2021-04-07 00:44:00.000000 UTC,250,38.17,-99.22,FRIZELL,KS
2021-04-07 01:05:00.000000 UTC,150,38.26,-99.15,5 SE ASH VALLEY,KS
2021-04-07 01:20:00.000000 UTC,125,38.19,-99.1,LARNED,KS
2021-05-16 04:28:00.000000 UTC,100,38.18,-99.1,LARNED,KS
2021-07-14 00:15:00.000000 UTC,125,38.35,-99.4,9 SSE NEKOMA,KS
2021-08-10 10:34:00.000000 UTC,100,39.19,-96.42,SAINT GEORGE,KS
2021-04-07 04:10:00.000000 UTC,125,37.52,-98.88,3 W COATS,KS
2021-07-31 23:59:00.000000 UTC,200,37.58,-98.85,5 SE CULLISON,KS
2021-05-02 23:43:00.000000 UTC,100,39.88,-101.0,3 NW LUDELL,KS
2021-05-26 22:49:00.000000 UTC,175,40.0,-100.79,6 N HERNDON,KS
2021-05-27 00:31:00.000000 UTC,125,39.7,-100.98,8 SSE ATWOOD,KS
2021-05-27 00:57:00.000000 UTC,200,39.83,-100.77,6 S HERNDON,KS
2021-06-26 00:15:00.000000 UTC,175,39.59,-101.06,14 N COLBY,KS
2021-04-07 04:33:00.000000 UTC,100,38.35,-98.21,LYONS,KS
2021-05-26 23:43:00.000000 UTC,100,38.51,-98.27,FREDERICK,KS
2021-05-27 00:05:00.000000 UTC,200,38.52,-98.16,WNW GENESEO,KS
2021-05-27 00:23:00.000000 UTC,200,38.52,-98.15,GENESEO,KS
2021-08-15 23:08:00.000000 UTC,275,38.52,-98.16,GENESEO,KS
2021-08-15 23:42:00.000000 UTC,175,38.35,-98.2,LYONS,KS
2021-05-26 01:04:00.000000 UTC,175,39.46,-96.76,2 N RANDOLPH,KS
2021-05-02 23:37:00.000000 UTC,100,39.56,-99.29,9 N STOCKTON,KS
2021-05-08 23:28:00.000000 UTC,150,39.24,-99.2,4 NNW CODELL,KS
2021-05-08 23:54:00.000000 UTC,150,39.25,-99.1,6 NW NATOMA,KS
2021-05-27 03:15:00.000000 UTC,175,39.32,-99.58,DAMAR,KS
2021-05-27 03:46:00.000000 UTC,150,39.41,-99.28,2 S STOCKTON,KS
2021-06-26 02:36:00.000000 UTC,100,39.22,-99.3,1 S PLAINVILLE,KS
2021-08-12 23:20:00.000000 UTC,100,39.23,-99.3,PLAINVILLE,KS
2021-04-06 23:59:00.000000 UTC,100,38.46,-99.31,RUSH CENTER,KS
2021-04-07 00:15:00.000000 UTC,100,38.53,-99.31,LA CROSSE,KS
2021-05-08 23:15:00.000000 UTC,100,38.55,-99.38,3 E HARGRAVE,KS
2021-05-08 23:55:00.000000 UTC,100,38.65,-99.32,LIEBENTHAL,KS
2021-05-15 02:06:00.000000 UTC,175,38.52,-99.2,BISON,KS
2021-05-16 23:52:00.000000 UTC,100,38.53,-99.11,3 W OTIS,KS
2021-08-10 23:18:00.000000 UTC,100,38.53,-99.31,LA CROSSE,KS
2021-08-10 23:41:00.000000 UTC,200,38.67,-99.18,1 N LORETTA,KS
2021-04-07 00:18:00.000000 UTC,100,38.92,-98.94,5 ENE GORHAM,KS
2021-05-26 20:50:00.000000 UTC,100,38.84,-99.02,3 S GORHAM,KS
2021-05-26 21:35:00.000000 UTC,250,38.89,-98.85,RUSSELL,KS
2021-08-11 00:06:00.000000 UTC,175,38.88,-99.0,1 E GORHAM,KS
2021-08-11 00:48:00.000000 UTC,100,39.09,-98.54,2 N LUCAS,KS
2021-08-26 00:58:00.000000 UTC,175,38.89,-98.83,1 E RUSSELL,KS
2021-05-09 01:25:00.000000 UTC,200,38.77,-97.86,BROOKVILLE,KS
2021-05-09 01:43:00.000000 UTC,125,38.79,-97.76,6 NW SMOLAN,KS
2021-05-09 03:44:00.000000 UTC,125,38.78,-97.62,2 S SALINA,KS
2021-05-03 01:16:00.000000 UTC,100,38.49,-101.08,MODOC,KS
2021-08-07 22:19:00.000000 UTC,200,38.27,-100.95,2 WNW FRIEND,KS
2021-03-12 16:39:00.000000 UTC,100,37.55,-97.35,1 S HAYSVILLE,KS
2021-11-10 16:49:00.000000 UTC,100,37.72,-97.44,4 SSE MAIZE,KS
2021-06-25 23:45:00.000000 UTC,100,37.04,-100.94,LIBERAL,KS
2021-06-21 00:00:00.000000 UTC,150,38.93,-95.63,1 S BERRYTON,KS
2021-08-13 00:14:00.000000 UTC,100,38.96,-95.54,5 ENE BERRYTON,KS
2021-05-15 00:28:00.000000 UTC,100,39.47,-100.24,8 NNE TASCO,KS
2021-05-15 00:43:00.000000 UTC,200,39.37,-100.16,1 N STUDLEY,KS
2021-05-15 02:05:00.000000 UTC,100,39.2,-100.66,2 ENE ANGELUS,KS
2021-05-27 00:11:00.000000 UTC,100,39.36,-100.44,HOXIE,KS
2021-05-27 00:30:00.000000 UTC,175,39.36,-100.44,HOXIE,KS
2021-07-04 21:33:00.000000 UTC,100,39.17,-100.29,6 NE PARK,KS
2021-08-07 23:15:00.000000 UTC,150,39.4,-100.69,3 NNE MENLO,KS
2021-08-07 23:53:00.000000 UTC,100,39.51,-100.57,2 S SELDEN,KS
2021-08-12 23:18:00.000000 UTC,175,39.19,-100.69,ANGELUS,KS
2021-08-12 23:37:00.000000 UTC,100,39.19,-100.69,ANGELUS,KS
2021-09-05 23:59:00.000000 UTC,100,39.23,-100.59,6 ENE ANGELUS,KS
2021-04-28 01:18:00.000000 UTC,100,39.45,-101.89,8 N RULETON,KS
2021-05-14 01:29:00.000000 UTC,125,39.34,-101.52,1 NE EDSON,KS
2021-05-26 15:06:00.000000 UTC,125,39.51,-101.42,10 NNW BREWSTER,KS
2021-05-26 15:18:00.000000 UTC,250,39.28,-101.71,5 S GOODLAND,KS
2021-07-18 17:45:00.000000 UTC,100,39.34,-102.04,KANORADO,KS
2021-07-18 18:20:00.000000 UTC,100,39.34,-102.04,KANORADO,KS
2021-07-18 18:52:00.000000 UTC,200,39.35,-101.71,GOODLAND,KS
2021-07-18 19:08:00.000000 UTC,175,39.35,-101.71,GOODLAND,KS
2021-08-26 23:00:00.000000 UTC,100,39.51,-101.57,13 N EDSON,KS
2021-05-05 20:30:00.000000 UTC,200,39.99,-98.6,12 NNW LEBANON,KS
2021-05-09 00:33:00.000000 UTC,200,39.78,-98.78,SMITH CENTER,KS
2021-05-09 01:07:00.000000 UTC,100,39.68,-98.56,9 S LEBANON,KS
2021-08-07 23:25:00.000000 UTC,100,39.76,-98.79,2 S SMITH CENTER,KS
2021-04-07 02:20:00.000000 UTC,175,38.17,-98.89,RADIUM,KS
2021-06-25 22:40:00.000000 UTC,275,37.08,-101.55,5 SE ROLLA,KS
2021-10-13 01:40:00.000000 UTC,100,37.14,-101.36,3 SSW HUGOTON,KS
2021-05-02 23:20:00.000000 UTC,100,39.37,-101.37,1 ENE BREWSTER,KS
2021-05-15 00:40:00.000000 UTC,200,39.5,-100.91,5 N GEM,KS
2021-05-26 16:08:00.000000 UTC,150,39.34,-101.37,2 S BREWSTER,KS
2021-05-26 16:37:00.000000 UTC,100,39.52,-101.17,10 N LEVANT,KS
2021-05-26 16:52:00.000000 UTC,250,39.51,-101.38,10 N BREWSTER,KS
2021-05-26 23:08:00.000000 UTC,100,39.23,-101.06,6 WSW MINGO,KS
2021-06-26 00:25:00.000000 UTC,100,39.56,-101.05,12 N COLBY,KS
2021-08-13 00:26:00.000000 UTC,175,39.36,-100.72,MENLO,KS
2021-08-26 02:00:00.000000 UTC,100,39.37,-101.2,1 SW LEVANT,KS
2021-05-15 01:24:00.000000 UTC,100,39.02,-99.93,3 W WAKEENEY,KS
2021-05-15 01:40:00.000000 UTC,150,39.06,-99.96,3 ENE VODA,KS
2021-05-15 02:06:00.000000 UTC,400,38.95,-99.88,5 S WAKEENEY,KS
2021-05-25 00:42:00.000000 UTC,100,38.91,-99.98,5 WNW TREGO CENTER,KS
2021-05-26 18:13:00.000000 UTC,100,39.01,-99.87,1 SE WAKEENEY,KS
2021-08-15 21:46:00.000000 UTC,150,39.02,-99.88,WAKEENEY,KS
2021-08-15 22:55:00.000000 UTC,150,38.8,-100.05,10 SW TREGO CENTER,KS
2021-06-25 01:33:00.000000 UTC,100,39.1,-102.02,16 S KANORADO,KS
2021-06-25 02:10:00.000000 UTC,125,38.89,-101.6,1 SSW WALLACE,KS
2021-08-07 22:00:00.000000 UTC,100,38.77,-101.68,9 SSE SHARON SPRINGS,KS
2021-10-13 00:00:00.000000 UTC,100,38.86,-101.96,WESKAN,KS
2021-10-13 00:28:00.000000 UTC,100,38.78,-101.74,8 S SHARON SPRINGS,KS
2021-03-27 01:07:00.000000 UTC,100,39.63,-97.14,PALMER,KS
2021-05-26 21:49:00.000000 UTC,125,38.6,-101.34,8 N LEOTI,KS
2021-08-07 21:12:00.000000 UTC,125,38.43,-101.46,5 ESE SELKIRK,KS
2021-08-07 21:45:00.000000 UTC,100,38.39,-101.27,7 SSW MARIENTHAL,KS
2021-08-07 22:20:00.000000 UTC,175,38.47,-101.54,SELKIRK,KS
2021-08-07 22:39:00.000000 UTC,150,38.48,-101.36,LEOTI,KS
2021-08-07 23:30:00.000000 UTC,200,38.34,-101.42,8 WNW LYDIA,KS
2021-08-26 00:10:00.000000 UTC,175,38.66,-101.33,12 N LEOTI,KS
2021-03-11 03:43:00.000000 UTC,150,37.65,-95.8,4 WNW BENEDICT,KS
2021-05-27 22:52:00.000000 UTC,150,39.14,-94.81,1 NNW MAYWOOD,KS
2021-06-25 21:03:00.000000 UTC,100,39.06,-94.72,1 N SHAWNEE,KS
2021-08-13 02:54:00.000000 UTC,125,39.06,-94.82,EDWARDSVILLE,KS
2021-07-09 00:20:00.000000 UTC,100,46.1,-102.88,3 E REEDER,ND
2021-08-30 23:50:00.000000 UTC,300,46.09,-102.5,8 N HAYNES,ND
2021-08-31 00:15:00.000000 UTC,275,45.97,-102.47,HAYNES,ND
2021-06-08 08:35:00.000000 UTC,275,46.66,-98.19,2 NW LITCHVILLE,ND
2021-07-09 00:39:00.000000 UTC,175,47.03,-103.2,7 S SOUTH FAIRFIELD,ND
2021-07-18 00:52:00.000000 UTC,100,48.97,-101.46,8 E SHERWOOD,ND
2021-06-11 04:46:00.000000 UTC,175,48.59,-102.75,2 ENE BATTLEVIEW,ND
2021-06-08 01:48:00.000000 UTC,100,46.74,-98.09,4 N HASTINGS,ND
2021-06-08 07:05:00.000000 UTC,100,46.66,-98.25,3 W LITCHVILLE,ND
2021-06-08 08:35:00.000000 UTC,275,46.68,-98.22,2 NW LITCHVILLE,ND
2021-06-08 08:50:00.000000 UTC,125,46.66,-98.34,7 W LITCHVILLE,ND
2021-06-08 09:19:00.000000 UTC,100,46.72,-98.43,12 WNW LITCHVILLE,ND
2021-08-09 22:55:00.000000 UTC,100,48.0,-99.64,6 ESE ESMOND,ND
2021-06-11 10:10:00.000000 UTC,125,47.05,-96.94,ARGUSVILLE,ND
2021-06-11 10:30:00.000000 UTC,100,46.88,-96.82,FARGO,ND
2021-08-10 01:22:00.000000 UTC,150,48.73,-98.33,3 SE LANGDON,ND
2021-07-09 00:44:00.000000 UTC,100,47.06,-103.02,8 NW NEW HRADEC,ND
